sku_id,sku_name,first_category_id,second_category_id,third_category_id,first_category_name,second_category_name,third_category_name
2007506889,人民 有机黑米?300g,20392,20843,20847,粮油副食,杂粮类,杂粮米类
2007506891,有机黑大豆 270g?,20392,20843,20846,粮油副食,杂粮类,杂粮豆类
2007506892,有机糙米 310g,20392,20843,20846,粮油副食,杂粮类,杂粮豆类
2007507029,黄金梨  约1.5kg,20307,20308,20313,水果/蔬菜,国产水果,国产梨类
2007507036,水蜜桃 约600g,20307,20308,22410,水果/蔬菜,国产水果,其他国产水果
2007507050,早春黄玉西瓜 约1.25kg-1.5kg,20307,20308,20311,水果/蔬菜,国产水果,国产瓜类
2007507074,西域香妃香梨 约1kg,20307,20308,20313,水果/蔬菜,国产水果,国产梨类
2007526684,思念 合家妙香粽子礼盒 200g*6 1.2kg,20386,22348,22350,日配/冷藏,粽子,粽子礼盒
2007526688,思念 吉祥八宝粽 4只 400g,20386,22348,22349,日配/冷藏,粽子,粽子
2007560871,厄瓜多尔虾 40/50 1.8kg/盒,20292,20293,22840,水产,冰冻水产,冰冻虾类
2007614735,天山一号哈密瓜 约1.5kg-2kg,20307,20308,20311,水果/蔬菜,国产水果,国产瓜类
2007654368,冠之林 黄桃罐头 1.2kg,20392,20465,20477,粮油副食,罐头,水果罐头
2007654375,六月鲜 特级酱油 160ml,20392,20509,20529,粮油副食,酱油,鲜抽
2007654376,劲情 健康红枣 400g,20514,20638,20643,休闲食品,蜜饯,红枣
2007662297,美好 蒜香烤肠 200g,20392,23001,23006,粮油副食,火腿肠,猪肉肠
2007672943,松花皮蛋 24枚 1.2kg,20386,22844,22850,日配/冷藏,蛋品,松花蛋/皮蛋
2007683213,马来西亚进口 益昌 三合一榛果白咖啡 450g(15*30g),21549,23295,23296,进口商品,进口冲饮,进口咖啡
2007685720,Marketside 黄油迷你可颂 5个,20365,20370,20371,烘焙,丹麦面包,丹麦面包
2007686308,四季豆 约500g （散装称重）,20307,20353,20360,水果/蔬菜,蔬菜,花果类蔬菜
2007705298,新碧 水感防晒露 100ml SPF 25 PA++,21232,21296,21300,个洗清洁,面部保养品,防晒/晒后修复
2007772060,Cocacola/可口可乐 汽水 888ml,20640,20839,20842,酒水饮料,碳酸饮料,可乐
2007903028,AULDEY/奥迪双钻 变形机器人-酷雷 720223 1个,21929,21942,21948,玩具,男孩玩具,其他男孩玩具
2007904082,辉煌 香甜味桃片 320g,20514,20934,20938,休闲食品,中式糕点,其他中式糕点
2007904083,辉煌 五黑桃仁糕 300g,20514,20934,20938,休闲食品,中式糕点,其他中式糕点
2007904087,御膳斋成都特产蜀味组合糕 320g,20514,20934,20943,休闲食品,中式糕点,中式糕点礼盒
2007904088,四川特产组合糕 300g,20514,20934,20938,休闲食品,中式糕点,其他中式糕点
2007904091,皇城组合装豆腐干 228g,21549,23268,23275,进口商品,进口休闲食品,其他进口休闲食品
2007904270,Hellema/荷莉玛 荷兰进口 小羊肖恩饼干 150g,20514,20518,20527,休闲食品,饼干,零食饼干
2007904271,Selección 印度尼西亚进口 巧克味威化卷饼干 300g,21549,23268,23274,进口商品,进口休闲食品,进口饼干/曲奇
2007911458,洁柔 可湿水面纸（Face软抽）6包/袋 135抽/包,20987,21161,21175,日化用品,纸品湿巾,软抽纸
2007912108,五芳斋 润香豆沙粽（真空包装） 100g*2/袋*3袋,20386,22348,22349,日配/冷藏,粽子,粽子
2007912109,五芳斋 双喜礼盒 （五芳鲜肉粽*2 豆沙粽*2  栗子鲜肉粽*2 咸鸭蛋*6）,20386,22348,22350,日配/冷藏,粽子,粽子礼盒
2007926551,谷物蛋 15 枚  675g/盒,20386,22844,22846,日配/冷藏,蛋品,鸡蛋
2007930680,金纺 水清莲香衣物护理剂 2.8L,20987,21127,21136,日化用品,衣物清洁/护理剂,柔顺剂
2007930681,金纺 纯净温和衣物护理剂 2.8L,20987,21127,21136,日化用品,衣物清洁/护理剂,柔顺剂
2007964793,Marketside 核桃芝士软欧式面包 （个）,20365,20382,20384,烘焙,欧式面包,硬质面包
2008059935,ASDA/阿斯达 英国进口 芒果汁饮料 1L,20640,20734,20757,酒水饮料,果味饮料/果汁,其他口味果汁
2008136856,卫龙 大面筋（香辣味调味面制品） 106g,20514,20727,20731,休闲食品,肉干,板筋
2008136865,思念 香脆花生汤圆 560g（28只）+80g（4只）,20386,22319,22321,日配/冷藏,汤圆,甜汤团/元宵
2008139081,沙巴哇 越南进口 综合蔬果干 180g,21549,23268,23269,进口商品,进口休闲食品,进口蜜饯果干
2008164706,荷氏 什果口味维生素C水果糖 34g(9粒装),20514,20904,20921,休闲食品,硬糖,其他硬糖
2008170241,帮宝适 超薄干爽系列初生型婴儿纸尿裤 102片 NB,21667,21671,21703,母婴,婴儿用品,婴儿纸尿裤
2008174969,Glico/格力高 榛仁巧克力味注心饼干 48g,20514,20518,20534,休闲食品,饼干,巧克力饼干
2008174973,格力高 百醇 巧克力味注心饼干油脂型（两袋分装） 48g,20514,20518,20534,休闲食品,饼干,巧克力饼干
2008174983,强生 天然金银花清新凉爽婴儿清凉沐浴露 1L*2,21667,21672,21685,母婴,婴儿洗护用品,婴儿身体清洁用品
2008174988,力士 清爽莹亮柔亮洗发乳 750ml,21232,21233,22984,个洗清洁,洗发护发,其他洗发露
2008174992,云南白药 薄荷味牙膏 320g （210g+110g）,21232,21459,21480,个洗清洁,牙膏,牙膏礼盒装/牙膏家庭装
2008174993,康师傅 金汤肥牛面 530g（106g*5）,20392,20949,20970,粮油副食,方便面,袋装速食面牛肉口味
2008176579,露姬婷 日本进口 毛孔清洁洗面奶 80g,21232,21281,21288,个洗清洁,洁肤,洗面奶
2008176580,妮维雅 男士干爽魄力爽身气雾 150ml,21232,21354,21392,个洗清洁,身体保养品,止汗香体剂
2008176582,妮维雅 男士干爽魄力爽身走珠液 50ml,21549,23299,23302,进口商品,进口个人洗护,其他进口洗护
2008180826,伊利谷粒多燕麦牛奶 200ml*12,20386,20577,20589,日配/冷藏,常温奶制品,加味奶
2008185010,新碧 水薄嫩肤防晒乳液 SPF25 PA++ 80g,21232,21335,21351,个洗清洁,头发造型,啫喱
2008198737,L'OREAL/欧莱雅 男士控油炭爽双效洁面膏 100ml 赠50ml,21232,21281,21287,个洗清洁,洁肤,男士洗面奶
2008198741,L'OREAL/欧莱雅 男士活炭净毛孔抗黑头洁面膏套装 100ml+50ml,21232,21281,21287,个洗清洁,洁肤,男士洗面奶
2008198743,曼秀雷敦 新碧户外防晒喷雾 150ml,21232,21296,21300,个洗清洁,面部保养品,防晒/晒后修复
2008198746,玉兰油 乳液透亮洁面乳 100g,21232,21281,21288,个洗清洁,洁肤,洗面奶
2008198758,妮维雅 男士水活冰酷精华露 50g+控油冰极矿物炭洁面泥 100g,21232,21281,21287,个洗清洁,洁肤,男士洗面奶
2008198774,伊利 优酸乳果粒酸奶饮品芒果味 245g*12盒,20386,20577,20588,日配/冷藏,常温奶制品,常温乳酸饮料
2008224602,圣农 香虾鸡柳 300g,20386,22245,22271,日配/冷藏,冷冻副食,其他加工速食
2008234266,Don Simon/当西蒙 沃尔玛直接进口 西班牙进口 气泡苹果汁碳酸饮料 750ml,20640,20839,20845,酒水饮料,碳酸饮料,其他口味
2008234267,TopEnd 沃尔玛直接进口 澳大利亚进口 拉格啤酒 330ml,20640,20803,20816,酒水饮料,啤酒,黄啤
2008247476,Fun Wine/纷为 德国进口 纷为卡布奇诺咖啡风味配制酒 6%vol 250ml,21549,23276,23279,进口商品,进口酒水饮料,其他进口洋酒
2008308059,小青柠桔(盒) 250g,20307,20308,20310,水果/蔬菜,国产水果,国产柑桔柚类
2008308063,虾皮 88g,20292,20333,20337,水产,水产干货,干虾
2008316669,Great Value/惠宜 匈牙利进口 葵花籽油 5l,21549,23281,23282,进口商品,进口粮油副食,进口食用油
2008316672,Cavendish&Harvey 德国进口 混合水果味硬质糖果 200g,21549,23268,23272,进口商品,进口休闲食品,进口糖果/巧克力
2008318658,太太乐 鲜鸡汁调味料 238g,20392,20810,20812,粮油副食,调鲜品,其他调鲜品
2008379625,象太郎 时尚滴水筛 洗菜篮 7883,21555,21617,21623,居家日用,厨房配件,滤筛
2008429851,Johnson'sbaby/强生婴儿 婴儿天然玉米爽身粉 140g,21667,21672,21687,母婴,婴儿洗护用品,婴儿护肤用品
2008446451,喜尔乐 韩国进口 扁桃仁玉米片 310g,21549,23268,23271,进口商品,进口休闲食品,进口膨化食品
2008467041,Glico/格力高 焦糖黄油味装饰饼干 50g,20514,20518,20527,休闲食品,饼干,零食饼干
2008467043,苏菲 口袋魔法夜用超薄卫生巾 29cm 14片,21232,21431,21437,个洗清洁,卫生护理,卫生棉/卫生巾(夜用)
2008499034,德国进口 瓦伦丁 小麦啤酒 500ml,21549,23276,23278,进口商品,进口酒水饮料,进口啤酒
2008548852,Great Value/惠宜 大豆油 5L,20392,20823,20826,粮油副食,食用油,大豆油
2008559011,艾思达 德国进口 冻干速溶咖啡 100g,21549,23295,23296,进口商品,进口冲饮,进口咖啡
2008559012,维达 立体美卫生纸 138mm*105mm 4层 12卷 130g/卷,20987,21161,21184,日化用品,纸品湿巾,有芯卫生纸
2008559027,Heinz/亨氏 金装粒粒面 鳕鱼胡萝卜面 320克(新旧包装随机配送）,21667,21673,22760,母婴,婴幼儿食品,婴幼儿面食
2008559045,益达 木糖醇无糖口香糖草莓味 56g（约40粒）,20514,20628,20631,休闲食品,口香糖,罐装口香糖
2008559046,欧丽薇兰 橄榄油(适合中式烹饪) 5L,20392,20823,20827,粮油副食,食用油,橄榄油
2008559068,多力多滋 烈焰烧烤味玉米片油炸型膨化食品 198g,20514,20678,20693,休闲食品,膨化食品,其他膨化食品
2008559171,Danesita/德耐诗 葡萄牙进口 迷你草莓味夹心饼干 160g（40g*4）,20514,20518,20524,休闲食品,饼干,果味夹心饼干
2008581258,杜蕾斯 大胆爱吧避孕套 10只,20185,20186,20191,情趣用品,安全避孕,安全套
2008625664,单晶冰糖 400g,20392,20647,20653,粮油副食,调味品,冰糖
2008625680,银耳 约100g,20392,20590,20633,粮油副食,南北干货,干银耳
2008653181,SPACE 7/七度空间 少女系列绢爽网面透气超长夜用超薄卫生巾338mm 8片,21232,21431,21437,个洗清洁,卫生护理,卫生棉/卫生巾(夜用)
2008659009,黑人 尖细深洁牙刷 软毛 0.20mm 3支装,21549,23299,23303,进口商品,进口个人洗护,进口口腔护理
2008659019,力士 水润丝滑洗发露 650ml+润发精华素 190ml,21232,21233,22984,个洗清洁,洗发护发,其他洗发露
2008792352,科尔沁 黑椒眼肉牛排 150g,20248,20260,20266,肉品,牛肉,调味牛肉
2008792353,科尔沁 西冷牛扒 170g（原切牛扒）,20248,20260,20263,肉品,牛肉,冷冻牛肉(国产)
2008792356,科尔沁 菲力原切牛排 150g,20248,20260,20266,肉品,牛肉,调味牛肉
2008792357,科尔沁 煎烤牛扒 170g（原切牛扒）,20248,20260,20263,肉品,牛肉,冷冻牛肉(国产)
2008811506,福临门 福临门东北优质大米 10kg 每人每天每单限购10袋,20392,20533,20535,粮油副食,米,国产大米
2008851057,鲜美来 黑椒鱼排 130g,20292,20293,20296,水产,冰冻水产,加工水产
2008873233,Alpenliebe/阿尔卑斯 特浓牛奶硬糖棒棒糖 120g（巧克力味+香醇奶味+草莓味）,20514,20904,20906,休闲食品,硬糖,棒棒糖
2008922883,乐而雅 零触感特薄日用护翼型卫生巾 28片,21232,21431,21436,个洗清洁,卫生护理,卫生棉/卫生巾(日用)
2009087184,立白 内衣皂 薰衣草香氛内衣专用除菌皂   101g*4,20987,21127,21151,日化用品,衣物清洁/护理剂,洗衣皂
2009087187,湾仔码头 一品奶黄包 20只  700g,20386,22245,23016,日配/冷藏,冷冻副食,其他冷冻半成品
2009087189,思念 金牌虾仁三鲜水饺 480g（32只）,20386,22315,22317,日配/冷藏,水饺/馄饨,水饺(肉馅)
2009091812,进口橙 ( 盒 ) 1.2kg,20307,20327,20334,水果/蔬菜,进口水果,进口柑桔柚类
2009091837,天山一号哈密瓜 约2.5kg-3kg,20307,20308,20311,水果/蔬菜,国产水果,国产瓜类
2009133908,美丰 榴莲果肉雪糕 420g,20386,20556,20566,日配/冷藏,冰品类,冰淇淋
2009133913,八喜 6合1牛奶冰淇淋（香草，巧克力，朗姆，绿茶，草莓，芒果） 360g(6*60g),20386,20556,20566,日配/冷藏,冰品类,冰淇淋
2009197258,Huitouke/回头客 奶油华夫饼 288g（包装更新，随机发货）,20514,20934,20938,休闲食品,中式糕点,其他中式糕点
2009197263,Huitouke/回头客 原味华夫饼 288g（新旧包装，随机发货）,20514,20801,20807,休闲食品,西式糕点,其他西式糕点
2009197265,多芬 密集滋养修护套装 洗发乳700ml+润发精华素320ml,21232,21233,22986,个洗清洁,洗发护发,滋养洗发露
2009200483,圣农 单冻琵琶腿 500g,20248,20268,20270,肉品,禽类,鸡肉
2009204933,黄桃 约500g,20307,20308,22410,水果/蔬菜,国产水果,其他国产水果
2009204959,青脆李 约500g（因到货批次不同，请以实物为准）,20307,20308,22410,水果/蔬菜,国产水果,其他国产水果
2009205129,Kjeldsens/丹麦蓝罐 丹麦进口 曲奇组合装 270g(90g*3),21549,23268,23274,进口商品,进口休闲食品,进口饼干/曲奇
2009205135,Great Value/惠宜 泰国进口 茉莉香米 10kg,21549,23281,23283,进口商品,进口粮油副食,进口大米/杂粮
2009311199,Ayibo/阿一波 苔湾紫菜 100g（紫菜60g+调味料包20g*2）,20392,20590,20639,粮油副食,南北干货,紫菜
2009339537,Marketside旋风乳酪夹心面包 1个装,20365,20389,20390,烘焙,主食面包,餐包类
2009351270,Great Value/惠宜 快煮燕麦片 1kg,20392,21049,21075,粮油副食,冲调粉,麦片
2009351271,Great Value/惠宜 牛奶燕麦片 700g(35g*20),20392,21049,21075,粮油副食,冲调粉,麦片
2009351276,心之源 槐花蜂蜜 236g,20097,20099,22723,营养保健,中药滋补,蜂产品
2009351279,Cundo/唇动 白色经典牛奶味涂饰蛋类芯饼 180g(6枚装),20514,20801,20804,休闲食品,西式糕点,蛋糕
2009351280,Nestle/雀巢 淡奶油 250ml,20386,20593,20618,日配/冷藏,干奶乳制品,鲜奶油
2009351281,Cundo/唇动 白色经典柠檬味涂饰蛋类芯饼 180g(6枚装),20365,20374,20375,烘焙,蛋糕,常温蛋糕
2009351282,永和 甜豆浆粉 7包 210g,20392,21049,21059,粮油副食,冲调粉,豆奶粉
2009376190,索贝洛 意大利进口 起泡白葡萄酒 750ml 7.5%vol,21549,23276,23277,进口商品,进口酒水饮料,进口葡萄酒
2009379961,LONGWANG/龙旺 龙厨糍粑 210g,20386,22281,22286,日配/冷藏,冷藏面点,甜包
2009394106,树德堂 即食阿胶糕 500g,20097,20098,23339,营养保健,营养健康,阿胶产品（食用）
2009394114,树德堂 阿胶糕玫瑰型 60g,20097,20099,22726,营养保健,中药滋补,阿胶产品
2009394117,吕 韩国进口 滋养韧发密集莹韧洗发水（滋润型） 400g,21232,21233,22986,个洗清洁,洗发护发,滋养洗发露
2009416837,包装红苋菜 约300g,20307,20353,20362,水果/蔬菜,蔬菜,叶菜类蔬菜
2009462895,5 无糖口香糖 薄荷味 40g,20514,20628,20631,休闲食品,口香糖,罐装口香糖
2009472116,洁柔 C&S系列3层卷纸 172g*10卷 每人每天每单限购10提,20987,21161,21184,日化用品,纸品湿巾,有芯卫生纸
2009496572,OMO/奥妙 除菌除螨桉树艾草洗衣液 2.5kg,20987,21127,21149,日化用品,衣物清洁/护理剂,洗衣液
2009501827,Carefor/爱护 婴儿除螨洗衣液 3L,20987,21127,21149,日化用品,衣物清洁/护理剂,洗衣液
2009588330,Hershey's/好时 榛仁夹心牛奶巧克力 288g（新旧包装，随机发货）,20514,20702,20710,休闲食品,巧克力,果仁巧克力
2009588332,杜蕾斯 泰国进口 紧型装超贴超敏感避孕套 8只装,20185,20186,20191,情趣用品,安全避孕,安全套
2009594059,XIAO LING JING 小房子削笔器  1个,21997,22079,22107,文化用品,书写材料,削笔器
2009594062,乐之 文房四宝套装 （兼毫大毛笔1支+中毛笔1支+水写布1张+字帖12张+水碟1个）,21997,22029,22034,文化用品,画画/美术,毛笔
2009635573,祝富 原味豆浆 500ml,20386,20541,20555,日配/冷藏,豆制品,豆浆
2009644305,进口精品龙眼(份)  450g,20307,20327,20332,水果/蔬菜,进口水果,东南亚水果
2009660960,LUX/力士 香氛沐浴乳 720ml,21232,21320,21326,个洗清洁,沐浴,其他沐浴露
2009661897,清扬 男士去屑洗发露活力运动薄荷型超值装 400g送160g,21232,21233,22985,个洗清洁,洗发护发,去屑洗发露
2009661898,力士 爽肤沐浴乳 薰衣馨舞 720ml,21232,21320,21326,个洗清洁,沐浴,其他沐浴露
2009708662,夏士莲 黑亮滋养洗发露 750ml,21232,21233,22984,个洗清洁,洗发护发,其他洗发露
2009708663,卫宝 先进抗菌洗手液 450ml,21232,21281,21285,个洗清洁,洁肤,洗手液
2009736627,清水大闸蟹(母)A 约105-125g（一只）,20292,20306,20320,水产,冰鲜类,冰鲜虾蟹类
2009742181,进口蜜柑 约500g,20307,20327,20334,水果/蔬菜,进口水果,进口柑桔柚类
2009818695,红心猕猴桃6个装,20307,20308,20314,水果/蔬菜,国产水果,国产猕猴桃
2009819427,天伦 金秋送福中秋月饼礼盒 8块 650g（红豆沙+莲蓉百合+酱香腊肉味+冬瓜蓉香橙味）,20514,20934,20943,休闲食品,中式糕点,中式糕点礼盒
2009819428,潘祥记 名饼荟萃月饼 1.32kg,20514,20934,20943,休闲食品,中式糕点,中式糕点礼盒
2009819429,玖芝是 青花瓷月饼礼盒 10块 805g（肉松蛋黄+香辣牛肉+凤梨冬瓜蓉+港色奶黄+火腿）,20514,20934,20943,休闲食品,中式糕点,中式糕点礼盒
2009819431,潘祥记 滇式云腿月饼 50g,20514,20934,20938,休闲食品,中式糕点,其他中式糕点
2009819437,侨香村 荣耀天下广式月饼礼盒 1.8kg,20514,20934,20943,休闲食品,中式糕点,中式糕点礼盒
2009832794,冠生园 锦绣月饼礼盒 （火腿月饼+荔枝味冬瓜蓉+椒盐月饼+香橙味冬瓜蓉） 8块 445g,20514,20934,20943,休闲食品,中式糕点,中式糕点礼盒
2009832798,潘祥记 玫瑰鲜花饼 200g（25g*8）,20514,20934,20938,休闲食品,中式糕点,其他中式糕点
2009851336,豆本豆 原味豆奶 3L  250ml*12盒,20386,20577,20586,日配/冷藏,常温奶制品,常温豆奶
2009851358,农夫山泉 NFC苹果香蕉汁分享装 300ml*10瓶,20640,20734,20752,酒水饮料,果味饮料/果汁,混合味果汁
2009868637,傻二哥 香辣味小酒花生 200g,20514,20561,20579,休闲食品,坚果,花生仁
2009870232,泉林本色 秸秆面巾纸 两层 140mm×188mm/张 3包 170抽/包,20987,21161,21175,日化用品,纸品湿巾,软抽纸
2009875430,奥利奥 原味夹心饼干随身独立装 349g(12包独立包装),20514,20801,20804,休闲食品,西式糕点,蛋糕
2009911801,惠宜 劲道细圆挂面 900g,20392,20458,20462,粮油副食,挂面/米粉,杂粮挂面
2009911802,惠宜 宽心玉带挂面 900g,20392,20458,20462,粮油副食,挂面/米粉,杂粮挂面
2009940177,潘婷 乳液修护深层滋养发膜 270ml,21232,21233,21236,个洗清洁,洗发护发,发膜
2009940181,滴露 衣物除菌液经典松木 3L,20987,21127,21152,日化用品,衣物清洁/护理剂,衣物除菌剂
2009962406,好爸爸 亲肤洗衣液 2kg,20987,21127,21149,日化用品,衣物清洁/护理剂,洗衣液
2010002684,牛肉丝 150g,20248,20260,20263,肉品,牛肉,冷冻牛肉(国产)
2010078291,山楂(份) 350g,20307,20308,20312,水果/蔬菜,国产水果,国产季节性水果
2010101066,Great Value/惠宜 火锅粉丝 350g,20392,20590,20596,粮油副食,南北干货,粉丝/粉条
2010101070,惠宜 鸡蛋面 570g（10块）,20392,20458,20462,粮油副食,挂面/米粉,杂粮挂面
2010104389,Marketside 奶酪一口酥 6粒 130g,20365,20377,20378,烘焙,糕点,西式点心
2010104391,Marketside 榴莲酥 4粒 160g,20365,20377,20378,烘焙,糕点,西式点心
2010104402,Zespri/佳沛 绿奇异果礼盒 16个 1.8kg,20307,20327,20336,水果/蔬菜,进口水果,进口猕猴桃
2010104431,树上熟冬枣(盒) 约450g,20307,20308,22410,水果/蔬菜,国产水果,其他国产水果
2010104455,进口 牛油果(盒) 4个 500g,20307,20327,20342,水果/蔬菜,进口水果,其他进口水果
2010135601,德芙 丝滑牛奶巧克力 84g,20514,20702,20712,休闲食品,巧克力,加味巧克力
2010139279,鲤鱼 小榨浓香菜籽油   5L (新旧包装，随机发货）,20392,20823,20824,粮油副食,食用油,菜籽油
2010139281,Selección 印度尼西亚进口 香草味威化卷饼干 300g,21549,23268,23274,进口商品,进口休闲食品,进口饼干/曲奇
2010167096,MUH/牧牌 德国进口 部分脱脂纯牛奶（灭菌乳） 1L*6,21549,21550,21553,进口商品,进口乳制品,进口牛奶
2010205105,阳澄湖大闸蟹(母)B 约125g(只),20292,20306,20320,水产,冰鲜类,冰鲜虾蟹类
2010205106,阳澄湖大闸蟹(母)A 约150g(只),20292,20306,20320,水产,冰鲜类,冰鲜虾蟹类
2010214812,杞王 黑枸杞 50g,20392,20590,20602,粮油副食,南北干货,枸杞
2010227175,包装调味三宝 约200g,20307,20353,20361,水果/蔬菜,蔬菜,调味类蔬菜
2010227231,蓝雪 三文鱼扒 300g,20292,20293,20295,水产,冰冻水产,冰冻海水鱼
2010230433,渤海 生干虾皮 55g,20292,20333,20337,水产,水产干货,干虾
2010231159,老城南 天府三宝（川味腊肉+樟茶板鸭+川味香肠） 1.35kg,20248,20274,20277,肉品,腌腊,腌腊制品礼盒
2010231991,三红蜜柚 约1.1kg-1.3kg,20307,20308,20310,水果/蔬菜,国产水果,国产柑桔柚类
2010234883,江小白 单纯高粱酒促销装 100ml*6,20640,20785,20792,酒水饮料,白酒,低度白酒(45度及以下)
2010281467,milka/妙卡 融情牛奶巧克力 252g,21549,23268,23272,进口商品,进口休闲食品,进口糖果/巧克力
2010330127,Anchor/安佳 新西兰进口 调制奶粉 400g,21549,21550,21552,进口商品,进口乳制品,进口成人奶粉
2010348276,桂格（Quaker）即食燕麦片 1kg/ 罐,20392,21049,21075,粮油副食,冲调粉,麦片
2010348277,奇多 妙脆角 茄汁味 65g/袋,20514,20678,20693,休闲食品,膨化食品,其他膨化食品
2010348282,奇多 美式火鸡味粟米棒 90g/袋,20514,20678,20693,休闲食品,膨化食品,其他膨化食品
2010349908,护舒宝 日夜超值装 13片(超长夜用400mm*3片+极薄日用240mm*10片),21232,21431,21439,个洗清洁,卫生护理,卫生棉/卫生巾(组合装)
2010363749,乐事 薯片(真浓番茄味) 70g/袋,20514,20678,20695,休闲食品,膨化食品,薯片/薯条
2010363752,乐事Lay’s 大波浪薯片(芝士焗培根味) 145g/袋,20514,20678,20695,休闲食品,膨化食品,薯片/薯条
2010401781,陈克明 北方劲道挂面 1kg,20392,20458,22352,粮油副食,挂面/米粉,营养挂面
2010408903,香飘飘 奶茶（调味茶固体饮料） 64g*3杯,20392,20915,20919,粮油副食,冲饮粉,奶茶粉
2010411056,Oral B/欧乐B 牙龈专护牙膏(对抗红肿出血) 90g,21232,21459,21464,个洗清洁,牙膏,其他功效牙膏
2010411058,蓝月亮 清新柠檬花香彩色衣物色渍净 1.2kg,20987,21127,21142,日化用品,衣物清洁/护理剂,漂渍液
2010413839,力士 恒久嫩肤娇肤沐浴乳+幽莲魅肤香氛沐浴乳特惠装 700g+700g,21232,21320,21326,个洗清洁,沐浴,其他沐浴露
2010416277,泉林本色 秸秆卫生卷纸 三层 105mm×110mm/节 150克/卷×12卷,20987,21161,21184,日化用品,纸品湿巾,有芯卫生纸
2010416280,泉林本色 秸秆面巾纸 三层 140mm×188mm/张 3包 399张/包,20987,21161,21175,日化用品,纸品湿巾,软抽纸
2010435251,五谷磨房 红豆薏米粉 600g,20392,20915,20922,粮油副食,冲饮粉,其他冲饮粉
2010473943,丑柑 约1kg,20307,20308,20310,水果/蔬菜,国产水果,国产柑桔柚类
2010473950,贝贝南瓜（桔红） 约200g-350g,20307,20353,20360,水果/蔬菜,蔬菜,花果类蔬菜
2010473954,红枣 约300g,20514,20638,20643,休闲食品,蜜饯,红枣
2010474699,新新精艺 儿童宫廷式披风 75cm,21214,21216,21221,服装服饰,服饰配件,其他服饰配件
2010474714,南瓜提灯 9cm,21466,21492,21512,节庆用品,西方节日装饰,万圣节饰品
2010523578,香飘飘 MECO牛乳茶 300ml,20640,20644,20656,酒水饮料,茶饮料,奶茶饮品
2010534338,包装杏鲍菇 200g,20307,20353,20358,水果/蔬菜,蔬菜,菇菌类
2010573961,m&m‘s 花生牛奶巧克力豆 160g,20514,20702,20712,休闲食品,巧克力,加味巧克力
2010623228,舒适达 专业修复美白牙膏 100g,21232,21459,21463,个洗清洁,牙膏,美白牙膏
2010623231,立白 超洁薰衣草香洗衣液 2.6kg*2,20987,21127,21149,日化用品,衣物清洁/护理剂,洗衣液
2010623233,舒客 原木炭深洁牙刷 2支装,21232,21902,21907,个洗清洁,牙刷,手动牙刷
2010623234,舒客宝贝 声波牙刷套装 B2211 （声波电动牙刷1支+液体牙膏40g+替换刷头1个）,21232,21902,21905,个洗清洁,牙刷,电动牙刷
2010623235,苏菲 超熟睡安心裤 L2片,21232,21431,22988,个洗清洁,卫生护理,一次性内裤
2010625235,多芬 滋养水润洗发乳 700ml （包装更新，请以收到实物为准）,21232,21233,22986,个洗清洁,洗发护发,滋养洗发露
2010630155,Dove/德芙 草莓白巧克力 65g(13g*5条）,20514,20702,20712,休闲食品,巧克力,加味巧克力
2010632243,雀巢 瑞士进口 至臻原味速溶咖啡 50g,20392,21098,21104,粮油副食,固体咖啡,加味咖啡
2010634162,Marketside 奥尔良烤鸡全腿 2个,20386,20434,20466,日配/冷藏,低温熟食,禽类熟食
2010634163,藤椒大烤鸡 生胚1500g-1800g,20386,20434,20466,日配/冷藏,低温熟食,禽类熟食
2010634952,金榕 四格调味盒 B-9092,21555,21617,21619,居家日用,厨房配件,厨房收纳
2010634953,公牛 USB快速充电延长线插座 GN-B303U(3-1.8),21555,22361,22362,居家日用,日用电器,插座
2010643113,惠宜 低糖麦麸消化饼 570g,20514,20518,20522,休闲食品,饼干,粗粮饼干
2010662386,象太郎 浸塑加肩衣架蓝 43cm*10,21555,21931,21939,居家日用,衣服整理用品,衣架
2010662388,太力 按压吸盘挂钩 2个,21555,21961,21965,居家日用,挂钩,粘钩
2010662389,Mainstays/明庭 小玻璃杯SmallGlass 150ml,21555,21807,22815,居家日用,玻璃杯,其他玻璃杯
2010707906,好丽友 马铃薯膨化食品 99g(33g*3)多种口味组合，随机配送,20514,20678,20695,休闲食品,膨化食品,薯片/薯条
2010718100,future lumen 360度旋转小夜灯 220V HMLED-0016,20902,20948,20965,家居家装,灯泡,夜灯
2010784893,金龙鱼 特香压榨一级花生油 5L（新旧包装，随机发货）,20392,20823,20828,粮油副食,食用油,花生油
2010786486,三全 黑糯米黑芝麻玲珑小汤圆 1kg,20386,22319,22323,日配/冷藏,汤圆,小汤团
2010884554,大龙燚 跷脚牛肉自煮川菜随身锅 190g 赠送脱水蔬菜包 7.5g,20392,20940,20946,粮油副食,方便食品,其他方便食品
2010911130,大龙燚 菜多多随身锅自煮火锅 350g,20392,20940,20946,粮油副食,方便食品,其他方便食品
2010911131,大龙燚 肉多多随身自煮火锅 335g,20392,20940,20946,粮油副食,方便食品,其他方便食品
2010917601,惠宜 安心保洁蛋 750g（15枚）,20386,22844,22846,日配/冷藏,蛋品,鸡蛋
2010949450,福临门 精选五常大米 5kg,20392,20533,20535,粮油副食,米,国产大米
2010949938,百洋 牛筋丸 250g????????,20386,22245,22273,日配/冷藏,冷冻副食,丸类
