    距离（m）       方位(度)        俯仰（度）         时间（s）   传感器标号 
  5.9282961e+004  1.7534216e+002  6.9314615e-001  3.7049400e+004         2
  5.9396875e+004  1.7625511e+002  6.6330385e-002  3.7050400e+004         2
  5.9377660e+004  1.7604410e+002  2.7195373e-001  3.7051400e+004         2
  5.9350974e+004  1.7590887e+002  2.6723644e-001  3.7052400e+004         2
  5.9422668e+004  1.7579851e+002  4.9831527e-001  3.7053400e+004         2
  5.9460697e+004  1.7643403e+002  7.8786362e-002  3.7054400e+004         2
  5.9490689e+004  1.7615411e+002  3.2886164e-001  3.7055400e+004         2
  5.9467970e+004  1.7669321e+002  6.6040418e-001  3.7056400e+004         2
  5.9535012e+004  1.7619645e+002  4.7907442e-001  3.7057400e+004         2
  5.9629680e+004  1.7680575e+002  4.0732622e-001  3.7058400e+004         2
  5.9515492e+004  1.7638924e+002  4.3363280e-001  3.7059400e+004         2
  5.9707531e+004  1.7677711e+002  3.4810125e-001  3.7061400e+004         2
  5.9743112e+004  1.7759644e+002 -6.1695610e-002  3.7062400e+004         2
  5.9822514e+004  1.7652541e+002  4.6697616e-001  3.7063400e+004         2
  5.9899579e+004  1.7742496e+002  6.0379297e-001  3.7064400e+004         2
  5.9961929e+004  1.7723838e+002  3.9111799e-001  3.7065400e+004         2
  6.0030591e+004  1.7718037e+002  3.0350430e-001  3.7066400e+004         2
  6.0251804e+004  1.7720280e+002  7.3018574e-001  3.7068400e+004         2
  6.0461168e+004  1.7701113e+002  5.5143102e-001  3.7070400e+004         2
  6.0634674e+004  1.7716854e+002  3.2523525e-001  3.7071400e+004         2
  6.0746924e+004  1.7727178e+002  2.2085157e-001  3.7072400e+004         2
  6.0842822e+004  1.7755183e+002 -6.0420742e-002  3.7073400e+004         2
  6.0866877e+004  1.7755181e+002  3.3381090e-001  3.7074400e+004         2
  6.0935620e+004  1.7735533e+002  4.3682430e-001  3.7075400e+004         2
  6.1050110e+004  1.7686064e+002  4.8162340e-001  3.7076400e+004         2
  6.1192658e+004  1.7767184e+002 -2.3209688e-002  3.7077400e+004         2
  6.1316739e+004  1.7746619e+002 -4.5926750e-002  3.7078400e+004         2
  6.1497268e+004  1.7670291e+002  3.3538313e-001  3.7079400e+004         2
  6.1436697e+004  1.7683774e+002  3.4930457e-001  3.7080400e+004         2
  6.1640295e+004  1.7676413e+002  7.8217513e-001  3.7082400e+004         2
  6.1678841e+004  1.7703262e+002  1.8263477e-001  3.7083400e+004         2
  6.1738272e+004  1.7642150e+002  2.5330377e-001  3.7084400e+004         2
  6.1850562e+004  1.7687486e+002 -4.0440589e-001  3.7086400e+004         2
  6.1977910e+004  1.7615265e+002  1.6529630e-001  3.7088400e+004         2
  6.2059600e+004  1.7648641e+002  6.0570284e-002  3.7089400e+004         2
  6.2090458e+004  1.7595986e+002  4.2145880e-001  3.7091400e+004         2
  6.2208123e+004  1.7601360e+002  9.0939410e-001  3.7092400e+004         2
  6.2205312e+004  1.7586897e+002  1.9000438e-001  3.7093400e+004         2
  6.2316369e+004  1.7571825e+002  3.8949336e-001  3.7095400e+004         2
  6.2388724e+004  1.7513023e+002  1.4080095e-001  3.7096400e+004         2
  6.2394495e+004  1.7558681e+002 -1.7323489e-001  3.7097400e+004         2
  6.2410159e+004  1.7473619e+002  1.1880297e-001  3.7098400e+004         2
  6.2514122e+004  1.7523774e+002 -1.4935083e-001  3.7099400e+004         2
  6.2678649e+004  1.7522568e+002  8.6254327e-002  3.7101400e+004         2
  6.2721881e+004  1.7498991e+002  5.5286607e-001  3.7102400e+004         2
  6.2737857e+004  1.7485417e+002  2.8373519e-001  3.7103400e+004         2
  6.2853337e+004  1.7496518e+002  4.7368740e-001  3.7105400e+004         2
  6.2934894e+004  1.7428693e+002 -1.9402971e-001  3.7106400e+004         2
  6.2946691e+004  1.7453122e+002 -3.2787601e-001  3.7107400e+004         2
  6.3054155e+004  1.7406519e+002  1.1947857e-001  3.7109400e+004         2
  6.3185319e+004  1.7465455e+002  1.0063785e-001  3.7110400e+004         2
  6.3224611e+004  1.7407343e+002 -2.5732765e-001  3.7111400e+004         2
  6.3300409e+004  1.7438490e+002  5.1811565e-001  3.7112400e+004         2
  6.3382935e+004  1.7359421e+002  1.8209755e-001  3.7114400e+004         2
  6.3419929e+004  1.7381209e+002  3.3311229e-001  3.7115400e+004         2
  6.3478848e+004  1.7372499e+002  1.1079142e-001  3.7117400e+004         2
  6.3463455e+004  1.7331911e+002  2.4483118e-001  3.7118400e+004         2
  6.3469370e+004  1.7370696e+002 -2.8664059e-001  3.7119400e+004         2
  1.8367969e+004  2.8083897e+002  1.6741423e+000  3.7119400e+004         3
  6.3348411e+004  1.7352657e+002 -1.2106050e-001  3.7120400e+004         2
  1.8346506e+004  2.8177676e+002  2.0385747e+000  3.7120400e+004         3
  6.3498511e+004  1.7328860e+002  5.1951035e-002  3.7121400e+004         2
  1.8245928e+004  2.8242395e+002  1.5821297e+000  3.7121400e+004         3
  6.3428971e+004  1.7335868e+002 -2.6266397e-001  3.7122400e+004         2
  1.8221112e+004  2.8043114e+002  1.3639304e+000  3.7122400e+004         3
  6.3443960e+004  1.7265767e+002  4.0158145e-001  3.7123400e+004         2
  1.7904932e+004  2.8145596e+002  2.0633227e+000  3.7124400e+004         3
  6.3283056e+004  1.7303095e+002  4.5967149e-001  3.7125400e+004         2
  1.7808545e+004  2.8257160e+002  1.7014494e+000  3.7125400e+004         3
  6.3330264e+004  1.7245785e+002  3.9993494e-001  3.7126400e+004         2
  1.7786540e+004  2.8286517e+002  1.0916798e+000  3.7126400e+004         3
  6.3227841e+004  1.7225971e+002  5.6215337e-001  3.7127400e+004         2
  1.7612500e+004  2.8317052e+002  1.6117615e+000  3.7127400e+004         3
  6.3235118e+004  1.7309663e+002 -1.0201093e-001  3.7128400e+004         2
  1.7607314e+004  2.8321404e+002  2.3242156e+000  3.7128400e+004         3
  1.7466320e+004  2.8242017e+002  2.2500735e+000  3.7129400e+004         3
  6.3104075e+004  1.7281878e+002  4.9879213e-001  3.7130400e+004         2
  1.7481015e+004  2.8438705e+002  1.9217615e+000  3.7130400e+004         3
  6.2990668e+004  1.7249254e+002  1.2067872e+000  3.7131400e+004         2
  1.7413113e+004  2.8325966e+002  2.3562878e+000  3.7131400e+004         3
  6.3011846e+004  1.7246822e+002  3.2927647e-001  3.7132400e+004         2
  1.7361433e+004  2.8399037e+002  1.4854239e+000  3.7132400e+004         3
  6.2816482e+004  1.7265096e+002  2.2490361e-001  3.7133400e+004         2
  1.7424515e+004  2.8476730e+002  2.1352473e+000  3.7133400e+004         3
  6.2786884e+004  1.7174584e+002 -2.7620709e-001  3.7134400e+004         2
  1.7308741e+004  2.8523343e+002  1.5339190e+000  3.7134400e+004         3
  6.2624848e+004  1.7188363e+002  2.2995724e-001  3.7135400e+004         2
  1.7275642e+004  2.8575239e+002  2.4391032e+000  3.7135400e+004         3
  6.2560296e+004  1.7218325e+002 -7.2245936e-002  3.7136400e+004         2
  1.7312543e+004  2.8580696e+002  1.6402662e+000  3.7136400e+004         3
  6.2386863e+004  1.7193473e+002  4.7705882e-001  3.7137400e+004         2
  1.7326159e+004  2.8597500e+002  1.6613011e+000  3.7137400e+004         3
  6.2387901e+004  1.7217072e+002  5.7433134e-001  3.7138400e+004         2
  1.7360706e+004  2.8666097e+002  1.8128439e+000  3.7138400e+004         3
  6.2231989e+004  1.7171973e+002  2.9167585e-001  3.7139400e+004         2
  6.2205382e+004  1.7237222e+002  3.0662408e-001  3.7140400e+004         2
  1.7360432e+004  2.8786324e+002  1.8256710e+000  3.7140400e+004         3
  6.2053452e+004  1.7175787e+002  2.4195276e-001  3.7141400e+004         2
  1.7513510e+004  2.8738810e+002  2.1353428e+000  3.7141400e+004         3
  6.1923478e+004  1.7230585e+002  5.0379260e-001  3.7142400e+004         2
  1.7475427e+004  2.8806354e+002  1.9097299e+000  3.7142400e+004         3
  1.7606299e+004  2.8741129e+002  2.0021426e+000  3.7143400e+004         3
  6.1707521e+004  1.7174028e+002  3.9955844e-001  3.7144400e+004         2
  1.7621345e+004  2.8933441e+002  2.3593984e+000  3.7144400e+004         3
  6.1646423e+004  1.7241247e+002  4.8068014e-001  3.7145400e+004         2
  1.7691758e+004  2.8886797e+002  2.4036799e+000  3.7145400e+004         3
  6.1472784e+004  1.7152233e+002  1.5110042e-001  3.7146400e+004         2
  1.7907559e+004  2.8840800e+002  8.6327387e-001  3.7146400e+004         3
  6.1430459e+004  1.7247174e+002  3.2777467e-001  3.7147400e+004         2
  1.7903448e+004  2.8881508e+002  1.4244124e+000  3.7147400e+004         3
  6.1305185e+004  1.7275419e+002  6.9008892e-001  3.7148400e+004         2
  1.7928777e+004  2.8891338e+002  1.3435974e+000  3.7148400e+004         3
  6.1218270e+004  1.7201608e+002  4.0364287e-001  3.7149400e+004         2
  1.8101084e+004  2.8952614e+002  1.2844891e+000  3.7149400e+004         3
  6.1167158e+004  1.7198058e+002  4.3342882e-001  3.7150400e+004         2
  1.8266750e+004  2.8992222e+002  8.5655718e-001  3.7150400e+004         3
  6.1044014e+004  1.7277155e+002  3.7076877e-001  3.7151400e+004         2
  6.1018669e+004  1.7312660e+002  9.3658821e-002  3.7152400e+004         2
  1.8547618e+004  2.8999290e+002  2.4086893e+000  3.7152400e+004         3
  6.0889103e+004  1.7245843e+002  7.9106610e-002  3.7153400e+004         2
  1.8636771e+004  2.8939422e+002  1.4279175e+000  3.7153400e+004         3
  1.8784204e+004  2.8928470e+002  1.7854317e+000  3.7154400e+004         3
  6.0845694e+004  1.7273002e+002  6.1340862e-001  3.7155400e+004         2
  6.0793686e+004  1.7279715e+002  8.0942468e-002  3.7156400e+004         2
  1.9061507e+004  2.8914952e+002  1.4380902e+000  3.7156400e+004         3
  6.0743945e+004  1.7303766e+002  6.2562049e-001  3.7157400e+004         2
  1.9181631e+004  2.8892575e+002  7.6663599e-001  3.7157400e+004         3
  6.0788639e+004  1.7322997e+002  6.0870086e-001  3.7158400e+004         2
  1.9251019e+004  2.8940763e+002  1.7262094e+000  3.7158400e+004         3
  6.0702634e+004  1.7354386e+002  1.7823111e-001  3.7159400e+004         2
  1.9461279e+004  2.8854244e+002  9.1310864e-001  3.7159400e+004         3
  1.9556260e+004  2.8867078e+002  2.2844913e+000  3.7160400e+004         3
  6.0647027e+004  1.7380027e+002  4.7372197e-001  3.7161400e+004         2
  1.9676519e+004  2.8920954e+002  2.0337882e+000  3.7161400e+004         3
  6.0527768e+004  1.7371663e+002  3.5012678e-001  3.7162400e+004         2
  1.9785184e+004  2.8813722e+002  2.1521111e+000  3.7162400e+004         3
  6.0506726e+004  1.7377316e+002  1.1869868e+000  3.7163400e+004         2
  2.0007439e+004  2.8863669e+002  2.3791167e+000  3.7163400e+004         3
  6.0582761e+004  1.7433123e+002  1.2832954e-001  3.7164400e+004         2
  1.9997482e+004  2.8933871e+002  9.4171282e-001  3.7164400e+004         3
  6.0465793e+004  1.7430735e+002  7.0691694e-001  3.7165400e+004         2
  2.0221168e+004  2.8871764e+002  1.4441421e+000  3.7165400e+004         3
  6.0524568e+004  1.7452052e+002  1.3392549e-001  3.7166400e+004         2
  6.0425586e+004  1.7449730e+002  6.5977563e-001  3.7167400e+004         2
  2.0442270e+004  2.8817939e+002  1.1897758e+000  3.7167400e+004         3
  6.0370144e+004  1.7449019e+002  5.1983284e-001  3.7168400e+004         2
  2.0684301e+004  2.8838357e+002  1.2397029e+000  3.7168400e+004         3
  6.0401904e+004  1.7444331e+002  4.4098692e-001  3.7169400e+004         2
  2.0751698e+004  2.8785053e+002  1.8856199e+000  3.7169400e+004         3
  6.0385720e+004  1.7436537e+002  3.0012511e-001  3.7170400e+004         2
  2.0827017e+004  2.8752268e+002  1.8295262e+000  3.7170400e+004         3
  6.0211688e+004  1.7526264e+002  1.1431424e+000  3.7171400e+004         2
  2.0918528e+004  2.8852055e+002  1.6329262e+000  3.7171400e+004         3
  6.0293682e+004  1.7486750e+002  4.1596238e-001  3.7172400e+004         2
  2.1091348e+004  2.8880552e+002  1.4828097e+000  3.7172400e+004         3
  6.0256375e+004  1.7561049e+002  4.6444642e-002  3.7173400e+004         2
  2.1204216e+004  2.8810886e+002  1.9709842e+000  3.7173400e+004         3
  6.0237059e+004  1.7520295e+002  7.3190336e-001  3.7174400e+004         2
  2.1277879e+004  2.8805249e+002  2.1123864e+000  3.7174400e+004         3
  2.1409731e+004  2.8854189e+002  1.5559973e+000  3.7175400e+004         3
  6.0178251e+004  1.7563265e+002  1.8448276e-001  3.7176400e+004         2
  2.1524752e+004  2.8722809e+002  1.5703088e+000  3.7176400e+004         3
  2.1706962e+004  2.8715603e+002  2.1439340e+000  3.7177400e+004         3
  2.1711479e+004  2.8832747e+002  1.1792043e+000  3.7178400e+004         3
  6.0184212e+004  1.7572134e+002  5.2740165e-001  3.7179400e+004         2
  2.1935203e+004  2.8727298e+002  3.3053139e-002  3.7179400e+004         3
  2.2017012e+004  2.8732515e+002  1.6641124e+000  3.7180400e+004         3
  6.0217765e+004  1.7625169e+002  2.6507455e-001  3.7181400e+004         2
  2.2192271e+004  2.8761070e+002  9.4950425e-001  3.7181400e+004         3
  6.0175931e+004  1.7604378e+002  2.7070176e-001  3.7182400e+004         2
  2.2451492e+004  2.8690085e+002  9.6865261e-001  3.7183400e+004         3
  6.0169879e+004  1.7663182e+002  7.6670152e-001  3.7184400e+004         2
  2.2523856e+004  2.8764571e+002  1.4021468e+000  3.7184400e+004         3
  6.0047274e+004  1.7624012e+002  4.3956252e-001  3.7185400e+004         2
  2.2625612e+004  2.8807828e+002  1.8238500e+000  3.7185400e+004         3
  6.0248674e+004  1.7702452e+002  4.3102541e-001  3.7186400e+004         2
  2.2648528e+004  2.8718972e+002  1.1228565e+000  3.7186400e+004         3
  6.0143230e+004  1.7726436e+002  3.1801510e-001  3.7187400e+004         2
  2.2819024e+004  2.8722579e+002  1.6430673e+000  3.7187400e+004         3
  6.0267512e+004  1.7683415e+002  1.0246781e-001  3.7188400e+004         2
  6.0275426e+004  1.7649148e+002 -2.5752027e-001  3.7189400e+004         2
  2.2813893e+004  2.8547285e+002  8.5689612e-001  3.7189400e+004         3
  6.0339600e+004  1.7711513e+002 -1.8759241e-001  3.7190400e+004         2
  2.2972945e+004  2.8597499e+002  1.4265408e+000  3.7190400e+004         3
  6.0372609e+004  1.7760689e+002  2.2227425e-001  3.7191400e+004         2
  6.0527392e+004  1.7741040e+002 -9.4763139e-002  3.7192400e+004         2
  2.3054150e+004  2.8607304e+002  1.0776206e+000  3.7192400e+004         3
  2.3145003e+004  2.8553386e+002  1.0480068e+000  3.7193400e+004         3
  6.0590684e+004  1.7721061e+002  4.3998421e-002  3.7194400e+004         2
  2.3191162e+004  2.8507630e+002  1.2164327e+000  3.7194400e+004         3
  6.0729355e+004  1.7739891e+002  4.1230962e-001  3.7195400e+004         2
  6.0851682e+004  1.7697106e+002  2.4379937e-001  3.7196400e+004         2
  2.3154720e+004  2.8459998e+002  1.2723745e+000  3.7196400e+004         3
  6.0900465e+004  1.7737713e+002  1.5735130e-001  3.7197400e+004         2
  2.3224962e+004  2.8419652e+002  1.4921428e+000  3.7197400e+004         3
  6.1088755e+004  1.7759383e+002  6.0638933e-001  3.7198400e+004         2
  2.3274561e+004  2.8412950e+002  1.1793713e+000  3.7198400e+004         3
  6.1112999e+004  1.7741113e+002  6.2444189e-001  3.7199400e+004         2
  2.3161968e+004  2.8346369e+002  6.9205088e-001  3.7199400e+004         3
  6.1241417e+004  1.7727080e+002 -2.5146257e-001  3.7200400e+004         2
  2.3188125e+004  2.8415522e+002  1.3389675e+000  3.7200400e+004         3
  6.1345858e+004  1.7709861e+002  1.0011287e-001  3.7201400e+004         2
  2.3230804e+004  2.8283581e+002  9.9422625e-001  3.7201400e+004         3
  6.1459536e+004  1.7739456e+002  6.8587189e-001  3.7202400e+004         2
  6.1577034e+004  1.7747802e+002  2.1714580e-001  3.7203400e+004         2
  2.3241432e+004  2.8297622e+002  3.7070330e-001  3.7203400e+004         3
  6.1679830e+004  1.7709537e+002  5.8406026e-001  3.7204400e+004         2
  2.3007104e+004  2.8281276e+002  1.6806403e+000  3.7204400e+004         3
  6.1680619e+004  1.7719051e+002  4.0567752e-001  3.7205400e+004         2
  2.3030548e+004  2.8248659e+002  1.0644560e+000  3.7205400e+004         3
  6.1825725e+004  1.7748567e+002  2.2726917e-001  3.7206400e+004         2
  2.2790288e+004  2.8258878e+002  1.6288583e+000  3.7206400e+004         3
  6.1851530e+004  1.7762883e+002  2.1056988e-001  3.7207400e+004         2
  2.2807768e+004  2.8251884e+002  3.7399077e-001  3.7207400e+004         3
  6.1942877e+004  1.7730106e+002  4.3469574e-001  3.7208400e+004         2
  2.2882184e+004  2.8170600e+002  1.7428084e+000  3.7208400e+004         3
  2.2728213e+004  2.8198696e+002  1.3880815e+000  3.7209400e+004         3
  6.2069482e+004  1.7685707e+002  2.2723884e-001  3.7210400e+004         2
  2.2701701e+004  2.8159196e+002  8.1763839e-001  3.7210400e+004         3
  6.2239477e+004  1.7694481e+002  8.3057252e-001  3.7211400e+004         2
  2.2587363e+004  2.8176688e+002  1.6460797e+000  3.7211400e+004         3
  6.2330068e+004  1.7694141e+002 -1.8086500e-001  3.7212400e+004         2
  2.2634705e+004  2.8109881e+002  1.7576466e+000  3.7212400e+004         3
  6.2408212e+004  1.7754547e+002 -7.7682771e-003  3.7213400e+004         2
  2.2349865e+004  2.8137263e+002  2.8324738e+000  3.7213400e+004         3
  6.2499267e+004  1.7700622e+002 -1.8930270e-001  3.7214400e+004         2
  2.2374791e+004  2.8132971e+002  1.7350041e+000  3.7214400e+004         3
  6.2466197e+004  1.7719909e+002  3.2558616e-001  3.7215400e+004         2
  2.2192748e+004  2.8083721e+002  1.2778372e+000  3.7215400e+004         3
  6.2567993e+004  1.7652431e+002  4.4647708e-001  3.7216400e+004         2
  2.2302479e+004  2.8118053e+002  1.3344137e+000  3.7216400e+004         3
  6.2603919e+004  1.7663263e+002  1.1966686e-001  3.7217400e+004         2
  2.1970813e+004  2.8127411e+002  1.0295269e+000  3.7217400e+004         3
  6.2696831e+004  1.7702093e+002  8.9409193e-001  3.7218400e+004         2
  2.1896757e+004  2.8125000e+002  2.3428652e-001  3.7218400e+004         3
  6.2684310e+004  1.7657700e+002 -1.4837611e-001  3.7219400e+004         2
  2.1893524e+004  2.8079014e+002  5.7370400e-001  3.7219400e+004         3
  2.1752967e+004  2.8127562e+002  6.4783711e-001  3.7220400e+004         3
  2.1797818e+004  2.8036206e+002  1.4072641e+000  3.7221400e+004         3
  2.1421894e+004  2.8128296e+002  1.5278001e+000  3.7222400e+004         3
  2.1424298e+004  2.8036815e+002  4.5821255e-001  3.7223400e+004         3
  2.1306990e+004  2.8018113e+002  9.0805814e-001  3.7224400e+004         3
  2.1093576e+004  2.8007380e+002  1.2830447e+000  3.7225400e+004         3
  2.1123377e+004  2.8011368e+002  1.1573251e+000  3.7226400e+004         3
  2.0945276e+004  2.8036418e+002  8.1798030e-001  3.7227400e+004         3
  2.1005697e+004  2.8045945e+002  1.7370061e+000  3.7228400e+004         3
  2.0706052e+004  2.8082549e+002  7.7985201e-001  3.7230400e+004         3
  2.0702610e+004  2.7996265e+002  1.2169649e+000  3.7231400e+004         3
  2.0466021e+004  2.7947042e+002  1.0488436e+000  3.7232400e+004         3
  2.0326421e+004  2.7946461e+002  9.5550353e-001  3.7233400e+004         3
  2.0244780e+004  2.7920656e+002  1.2090011e+000  3.7235400e+004         3
  2.0169684e+004  2.7920598e+002  2.1022982e+000  3.7236400e+004         3
  2.0000384e+004  2.8021680e+002  2.0329592e+000  3.7237400e+004         3
  1.9736896e+004  2.7898286e+002  2.1980439e+000  3.7239400e+004         3
  1.9626027e+004  2.7893377e+002  1.3733099e+000  3.7240400e+004         3
  1.9591203e+004  2.7939864e+002  8.4177663e-001  3.7241400e+004         3
  1.9382381e+004  2.7986930e+002  1.5114075e+000  3.7242400e+004         3
  1.9296189e+004  2.7914627e+002  2.1790627e+000  3.7243400e+004         3
  1.9270681e+004  2.7855354e+002  1.4328022e+000  3.7244400e+004         3
  1.9065891e+004  2.7979127e+002  2.5957615e+000  3.7245400e+004         3
  1.8925949e+004  2.7928081e+002  1.7563419e+000  3.7246400e+004         3
  1.8943594e+004  2.7942608e+002  8.5759727e-001  3.7247400e+004         3
  1.8953307e+004  2.7969002e+002  8.0794056e-001  3.7248400e+004         3
  1.8688306e+004  2.7961890e+002  1.7834974e+000  3.7249400e+004         3
  1.8655574e+004  2.7984554e+002  2.4005037e+000  3.7250400e+004         3
  1.8565811e+004  2.7988328e+002  1.2946980e+000  3.7251400e+004         3
  1.8489000e+004  2.7977940e+002  1.5653632e+000  3.7252400e+004         3
  1.8473154e+004  2.8084763e+002  1.9983906e+000  3.7253400e+004         3
  1.8386340e+004  2.8152492e+002  8.8383021e-001  3.7254400e+004         3
  1.8173202e+004  2.8125097e+002  1.4839005e+000  3.7255400e+004         3
  1.8101954e+004  2.8111285e+002  1.3521614e+000  3.7256400e+004         3
  1.8070298e+004  2.8088179e+002  1.3663899e+000  3.7257400e+004         3
  1.8067751e+004  2.8182398e+002  1.3146312e+000  3.7258400e+004         3
  1.8040063e+004  2.8233133e+002  1.2915744e+000  3.7259400e+004         3
  1.7883181e+004  2.8156779e+002  1.8296607e+000  3.7260400e+004         3
  1.7967286e+004  2.8267825e+002  1.7258191e+000  3.7261400e+004         3
  1.7969915e+004  2.8292807e+002  1.7611204e+000  3.7262400e+004         3
  1.7766699e+004  2.8269228e+002  1.7215075e+000  3.7263400e+004         3
  1.7837665e+004  2.8341848e+002  1.6173831e+000  3.7264400e+004         3
  1.7785706e+004  2.8356514e+002  1.5697433e+000  3.7265400e+004         3
  1.7596191e+004  2.8398783e+002  1.6863141e+000  3.7267400e+004         3
  1.7834734e+004  2.8409271e+002  1.9817070e+000  3.7268400e+004         3
  1.7744693e+004  2.8490844e+002  1.6037184e+000  3.7269400e+004         3
  1.7784323e+004  2.8489089e+002  1.1139047e+000  3.7270400e+004         3
  1.7777013e+004  2.8626030e+002  1.1942856e+000  3.7271400e+004         3
  1.7902256e+004  2.8657805e+002  1.1611703e+000  3.7272400e+004         3
  1.7930646e+004  2.8685563e+002  1.0506497e+000  3.7273400e+004         3
  1.7970953e+004  2.8660667e+002  1.7748671e+000  3.7276400e+004         3
  1.8178714e+004  2.8746749e+002  1.6475024e+000  3.7277400e+004         3
  1.8063805e+004  2.8868148e+002  2.0589463e+000  3.7278400e+004         3
  1.8233123e+004  2.8789178e+002  1.6960383e+000  3.7279400e+004         3
  1.8198539e+004  2.8896250e+002  2.1317897e+000  3.7280400e+004         3
  1.8412090e+004  2.8841205e+002  1.8940586e+000  3.7281400e+004         3
  1.8417278e+004  2.8790368e+002  1.2552899e+000  3.7282400e+004         3
  1.8493013e+004  2.8840566e+002  1.5478855e+000  3.7283400e+004         3
  1.8572033e+004  2.8818892e+002  1.1359509e+000  3.7284400e+004         3
  1.8627737e+004  2.8919777e+002  8.6755866e-001  3.7285400e+004         3
  1.8683295e+004  2.8885567e+002  2.6113414e+000  3.7286400e+004         3
  1.8939709e+004  2.9069262e+002  1.4199806e+000  3.7288400e+004         3
  1.9094827e+004  2.8986560e+002  1.5006414e+000  3.7289400e+004         3
  1.9222372e+004  2.9024133e+002  1.2149316e+000  3.7291400e+004         3
  1.9462547e+004  2.9039231e+002  1.2623187e+000  3.7292400e+004         3
  1.9440613e+004  2.9120276e+002  7.3452377e-001  3.7293400e+004         3
  1.9641919e+004  2.8983518e+002  1.6311399e+000  3.7294400e+004         3
  1.9785262e+004  2.8982112e+002  1.5289851e+000  3.7295400e+004         3
  1.9817890e+004  2.9049725e+002  1.2978416e+000  3.7296400e+004         3
  2.0028025e+004  2.9048164e+002  2.0822458e+000  3.7298400e+004         3
  2.0212962e+004  2.9031574e+002  1.2710704e+000  3.7299400e+004         3
  2.0261725e+004  2.9018035e+002  2.0342256e+000  3.7300400e+004         3
  2.0442542e+004  2.9136569e+002  7.9810064e-001  3.7301400e+004         3
  2.0529807e+004  2.9113440e+002  1.8042951e+000  3.7302400e+004         3
  2.0674786e+004  2.9063150e+002  1.6371495e+000  3.7303400e+004         3
  2.0820498e+004  2.8854342e+002  1.5921687e+000  3.7304400e+004         3
  2.0855510e+004  2.9096356e+002  1.2719182e+000  3.7305400e+004         3
  2.1041288e+004  2.9011195e+002  1.0702703e+000  3.7306400e+004         3
  2.1134850e+004  2.8901680e+002  1.8239499e+000  3.7307400e+004         3
  2.1279389e+004  2.9118955e+002  1.3472894e+000  3.7308400e+004         3
  2.1418985e+004  2.9057377e+002  1.4298416e+000  3.7309400e+004         3
  2.1481111e+004  2.8951906e+002  1.5270219e+000  3.7310400e+004         3
  2.1534968e+004  2.9052204e+002  1.5021926e+000  3.7311400e+004         3
  2.1636834e+004  2.9010898e+002  9.5741012e-001  3.7312400e+004         3
  2.1898167e+004  2.9044827e+002  4.1585043e-001  3.7313400e+004         3
  2.2075564e+004  2.8954965e+002  6.3278231e-001  3.7315400e+004         3
  2.2142890e+004  2.8959808e+002  1.5345807e+000  3.7316400e+004         3
  2.2546327e+004  2.8897367e+002  1.1977607e+000  3.7318400e+004         3
  2.2401348e+004  2.9018126e+002  1.2688021e+000  3.7319400e+004         3
  2.2588346e+004  2.8900940e+002  2.5744799e+000  3.7320400e+004         3
  2.2735641e+004  2.8884618e+002  1.9548331e+000  3.7321400e+004         3
  2.2728186e+004  2.8878238e+002  2.8694897e+000  3.7322400e+004         3
  2.2849369e+004  2.8863957e+002  1.1540742e+000  3.7323400e+004         3
  2.3059568e+004  2.8896332e+002  1.3335271e+000  3.7324400e+004         3
  2.3233843e+004  2.8853982e+002  1.0889244e+000  3.7325400e+004         3
  2.3247100e+004  2.8825418e+002  1.3626203e+000  3.7326400e+004         3
  2.3365503e+004  2.8762025e+002  1.1414909e+000  3.7328400e+004         3
  2.3579790e+004  2.8790831e+002  6.6428554e-001  3.7329400e+004         3
  2.3441649e+004  2.8783893e+002  1.1418541e+000  3.7330400e+004         3
  2.3600575e+004  2.8770832e+002  8.1568170e-001  3.7331400e+004         3
  2.3615690e+004  2.8659725e+002  1.4229606e+000  3.7332400e+004         3
  2.3708984e+004  2.8688418e+002  6.4702389e-001  3.7333400e+004         3
  2.3736040e+004  2.8766283e+002  1.0215073e+000  3.7334400e+004         3
  2.3655542e+004  2.8626921e+002  1.0880711e+000  3.7335400e+004         3
  2.3691865e+004  2.8516979e+002  1.0520120e+000  3.7336400e+004         3
  2.3699357e+004  2.8550234e+002  1.3843472e+000  3.7337400e+004         3
  2.3687292e+004  2.8517420e+002  1.6144541e+000  3.7338400e+004         3
  2.3645534e+004  2.8579674e+002  8.6709829e-001  3.7339400e+004         3
  2.3629754e+004  2.8468381e+002  1.1180398e+000  3.7340400e+004         3
  2.3645176e+004  2.8362722e+002  2.6673009e+000  3.7341400e+004         3
  2.3645541e+004  2.8412338e+002  1.3299689e+000  3.7342400e+004         3
  2.3595405e+004  2.8437721e+002  5.6954580e-001  3.7343400e+004         3
  2.3477410e+004  2.8348600e+002  1.5635503e+000  3.7344400e+004         3
  2.3438128e+004  2.8385527e+002  1.1976343e+000  3.7345400e+004         3
  2.3490053e+004  2.8352886e+002  2.1963010e+000  3.7346400e+004         3
  2.3378345e+004  2.8266580e+002  1.2837040e-001  3.7347400e+004         3
  2.3196111e+004  2.8256289e+002  9.4263702e-001  3.7348400e+004         3
  2.3069988e+004  2.8295000e+002  8.0999408e-001  3.7349400e+004         3
  2.3146330e+004  2.8241740e+002  8.5153346e-001  3.7350400e+004         3
  2.3124352e+004  2.8222652e+002  7.0948158e-001  3.7351400e+004         3
