自行车序号: 1,出发区域: 8
出发时间：1220.94,到达时间：1231.83,到达区域: 8
出发时间：1312.21,到达时间：1320.74,到达区域: 2
出发时间：1393.63,到达时间：1403.75,到达区域:10
自行车序号:250,出发区域: 1
出发时间：422.01,到达时间：430.12,到达区域: 5
出发时间：526.73,到达时间：537.77,到达区域: 8
出发时间：603.39,到达时间：615.92,到达区域: 9
出发时间：666.06,到达时间：681.01,到达区域: 3
出发时间：779.09,到达时间：791.35,到达区域: 4
出发时间：869.03,到达时间：882.21,到达区域: 7
出发时间：962.45,到达时间：973.45,到达区域: 4
出发时间：1038.82,到达时间：1042.90,到达区域: 8
出发时间：1120.98,到达时间：1132.28,到达区域: 1
出发时间：1152.53,到达时间：1163.71,到达区域: 7
出发时间：1228.51,到达时间：1233.35,到达区域: 8
出发时间：1302.73,到达时间：1314.44,到达区域: 1
自行车序号:251,出发区域: 4
出发时间：371.29,到达时间：378.07,到达区域: 6
出发时间：397.19,到达时间：406.79,到达区域: 1
出发时间：504.57,到达时间：512.00,到达区域:10
出发时间：599.99,到达时间：613.88,到达区域: 7
出发时间：663.95,到达时间：675.81,到达区域: 1
出发时间：736.28,到达时间：746.03,到达区域: 2
自行车序号:252,出发区域: 3
出发时间：461.24,到达时间：470.40,到达区域: 5
出发时间：529.40,到达时间：541.85,到达区域:10
出发时间：606.40,到达时间：609.81,到达区域: 8
出发时间：650.53,到达时间：654.47,到达区域:10
出发时间：745.51,到达时间：749.45,到达区域: 8
自行车序号:253,出发区域: 2
出发时间：419.15,到达时间：432.07,到达区域: 6
出发时间：460.47,到达时间：468.82,到达区域: 1
出发时间：475.42,到达时间：485.87,到达区域: 8
出发时间：547.95,到达时间：555.89,到达区域: 2
出发时间：572.52,到达时间：585.90,到达区域: 6
出发时间：678.06,到达时间：686.53,到达区域: 1
出发时间：695.08,到达时间：705.92,到达区域: 2
自行车序号:254,出发区域: 6
出发时间：450.09,到达时间：464.62,到达区域:10
出发时间：504.87,到达时间：516.60,到达区域: 4
出发时间：606.47,到达时间：619.77,到达区域: 3
出发时间：661.91,到达时间：676.56,到达区域: 7
出发时间：704.97,到达时间：717.82,到达区域: 4
出发时间：793.33,到达时间：805.13,到达区域:10
出发时间：849.72,到达时间：860.73,到达区域: 4
出发时间：877.02,到达时间：883.92,到达区域: 2
出发时间：904.84,到达时间：914.95,到达区域:10
出发时间：954.70,到达时间：958.75,到达区域: 9
出发时间：977.39,到达时间：984.10,到达区域: 4
出发时间：1058.43,到达时间：1064.86,到达区域: 9
自行车序号:255,出发区域: 7
出发时间：448.59,到达时间：458.48,到达区域: 2
出发时间：554.11,到达时间：558.87,到达区域: 3
出发时间：572.20,到达时间：579.24,到达区域:10
出发时间：628.53,到达时间：632.34,到达区域: 8
出发时间：698.91,到达时间：706.65,到达区域: 2
出发时间：752.22,到达时间：755.83,到达区域: 9
出发时间：815.45,到达时间：820.24,到达区域: 6
出发时间：853.65,到达时间：860.28,到达区域: 4
出发时间：892.72,到达时间：899.89,到达区域: 9
出发时间：934.01,到达时间：950.02,到达区域: 5
出发时间：1005.66,到达时间：1016.29,到达区域: 6
出发时间：1065.17,到达时间：1078.82,到达区域: 2
出发时间：1129.15,到达时间：1138.83,到达区域: 7
出发时间：1211.86,到达时间：1226.94,到达区域: 9
出发时间：1322.06,到达时间：1326.49,到达区域:10
出发时间：1387.23,到达时间：1392.00,到达区域: 9
自行车序号:256,出发区域: 7
出发时间：364.07,到达时间：368.93,到达区域: 8
出发时间：441.30,到达时间：454.33,到达区域: 9
出发时间：526.44,到达时间：541.25,到达区域: 5
出发时间：549.88,到达时间：564.62,到达区域: 2
出发时间：637.70,到达时间：647.37,到达区域: 1
出发时间：744.25,到达时间：755.81,到达区域: 7
自行车序号:257,出发区域: 1
出发时间：429.93,到达时间：438.67,到达区域: 5
出发时间：503.65,到达时间：516.51,到达区域: 7
出发时间：613.74,到达时间：619.88,到达区域: 6
出发时间：680.56,到达时间：685.61,到达区域: 3
出发时间：721.17,到达时间：736.10,到达区域: 9
出发时间：776.53,到达时间：780.94,到达区域:10
出发时间：862.56,到达时间：876.15,到达区域: 5
出发时间：958.50,到达时间：973.24,到达区域: 9
出发时间：1031.83,到达时间：1044.36,到达区域: 8
出发时间：1113.85,到达时间：1117.60,到达区域:10
出发时间：1122.83,到达时间：1127.30,到达区域: 9
出发时间：1203.31,到达时间：1207.72,到达区域:10
自行车序号:258,出发区域:10
出发时间：446.76,到达时间：457.83,到达区域: 4
出发时间：464.83,到达时间：477.00,到达区域: 3
出发时间：574.45,到达时间：586.97,到达区域: 4
出发时间：619.59,到达时间：626.38,到达区域: 9
出发时间：685.33,到达时间：690.58,到达区域: 6
出发时间：732.67,到达时间：738.88,到达区域: 7
出发时间：785.71,到达时间：792.24,到达区域: 6
出发时间：860.18,到达时间：873.74,到达区域: 2
出发时间：916.23,到达时间：925.63,到达区域: 7
出发时间：1001.68,到达时间：1013.24,到达区域: 5
出发时间：1040.20,到达时间：1051.73,到达区域: 8
出发时间：1077.39,到达时间：1087.81,到达区域: 1
出发时间：1114.45,到达时间：1126.24,到达区域: 8
出发时间：1209.19,到达时间：1213.65,到达区域: 6
出发时间：1297.89,到达时间：1303.55,到达区域: 7
出发时间：1380.73,到达时间：1394.09,到达区域: 5
自行车序号:259,出发区域: 2
出发时间：438.00,到达时间：450.70,到达区域: 5
出发时间：498.22,到达时间：507.66,到达区域: 6
出发时间：582.59,到达时间：589.89,到达区域: 4
出发时间：611.95,到达时间：619.43,到达区域: 9
出发时间：701.89,到达时间：705.98,到达区域:10
出发时间：744.30,到达时间：755.38,到达区域: 4
出发时间：818.29,到达时间：832.89,到达区域: 3
出发时间：917.61,到达时间：924.29,到达区域:10
出发时间：948.20,到达时间：951.82,到达区域: 8
出发时间：991.56,到达时间：1003.54,到达区域: 1
出发时间：1067.68,到达时间：1076.54,到达区域: 6
出发时间：1082.12,到达时间：1087.57,到达区域: 3
出发时间：1153.31,到达时间：1161.92,到达区域: 5
出发时间：1219.55,到达时间：1229.36,到达区域: 6
出发时间：1246.87,到达时间：1254.04,到达区域: 4
出发时间：1267.16,到达时间：1271.21,到达区域: 5
出发时间：1342.14,到达时间：1352.15,到达区域: 6
自行车序号:260,出发区域: 9
出发时间：442.22,到达时间：445.93,到达区域: 2
出发时间：515.24,到达时间：518.82,到达区域: 9
出发时间：593.57,到达时间：607.42,到达区域: 8
出发时间：637.86,到达时间：642.19,到达区域: 7
出发时间：681.09,到达时间：686.98,到达区域: 6
出发时间：694.12,到达时间：707.52,到达区域: 2
出发时间：722.18,到达时间：736.61,到达区域: 5
出发时间：815.85,到达时间：827.55,到达区域: 7
出发时间：892.19,到达时间：896.48,到达区域: 8
出发时间：932.50,到达时间：940.42,到达区域: 2
自行车序号:261,出发区域: 8
出发时间：413.00,到达时间：421.06,到达区域: 2
出发时间：450.23,到达时间：458.15,到达区域: 8
出发时间：508.65,到达时间：512.92,到达区域: 7
出发时间：556.16,到达时间：566.99,到达区域: 1
出发时间：650.26,到达时间：661.26,到达区域: 2
出发时间：757.06,到达时间：761.66,到达区域: 3
出发时间：859.00,到达时间：871.99,到达区域: 4
出发时间：958.86,到达时间：965.91,到达区域: 6
出发时间：1037.00,到达时间：1042.82,到达区域: 7
出发时间：1072.49,到达时间：1084.73,到达区域:10
自行车序号:262,出发区域: 7
出发时间：452.00,到达时间：464.52,到达区域: 5
出发时间：509.61,到达时间：522.59,到达区域: 7
出发时间：567.70,到达时间：573.57,到达区域: 6
出发时间：606.94,到达时间：618.85,到达区域: 2
出发时间：693.73,到达时间：704.22,到达区域: 1
出发时间：791.51,到达时间：805.83,到达区域: 3
出发时间：888.38,到达时间：892.98,到达区域: 2
出发时间：940.78,到达时间：948.21,到达区域: 4
自行车序号:263,出发区域: 5
出发时间：450.54,到达时间：463.88,到达区域:10
出发时间：515.37,到达时间：522.48,到达区域: 3
出发时间：568.86,到达时间：584.07,到达区域: 9
出发时间：605.29,到达时间：609.31,到达区域:10
出发时间：632.30,到达时间：635.87,到达区域: 8
出发时间：707.03,到达时间：717.28,到达区域: 1
出发时间：812.52,到达时间：824.61,到达区域: 9
出发时间：834.67,到达时间：848.33,到达区域: 7
出发时间：866.87,到达时间：871.35,到达区域: 8
出发时间：901.15,到达时间：913.51,到达区域: 9
出发时间：991.60,到达时间：1003.60,到达区域: 8
出发时间：1018.42,到达时间：1030.54,到达区域: 9
出发时间：1117.74,到达时间：1124.93,到达区域: 4
出发时间：1211.65,到达时间：1221.94,到达区域:10
出发时间：1278.37,到达时间：1292.90,到达区域: 5
出发时间：1330.00,到达时间：1333.69,到达区域: 4
出发时间：1407.61,到达时间：1414.07,到达区域: 9
自行车序号:264,出发区域: 8
出发时间：412.17,到达时间：416.40,到达区域: 6
出发时间：510.35,到达时间：516.12,到达区域: 3
出发时间：542.93,到达时间：546.68,到达区域: 8
出发时间：572.99,到达时间：577.66,到达区域: 4
出发时间：592.02,到达时间：595.75,到达区域: 5
出发时间：681.58,到达时间：695.53,到达区域: 9
出发时间：730.54,到达时间：735.52,到达区域: 6
自行车序号:265,出发区域: 1
出发时间：477.70,到达时间：489.42,到达区域: 4
出发时间：503.97,到达时间：507.65,到达区域: 5
出发时间：553.40,到达时间：562.97,到达区域: 3
出发时间：619.84,到达时间：632.56,到达区域: 4
出发时间：668.02,到达时间：678.84,到达区域:10
出发时间：741.80,到达时间：749.37,到达区域: 3
出发时间：806.10,到达时间：811.17,到达区域: 2
出发时间：861.21,到达时间：866.41,到达区域: 3
出发时间：960.57,到达时间：974.47,到达区域: 7
出发时间：981.75,到达时间：986.00,到达区域: 8
自行车序号:266,出发区域: 6
出发时间：361.92,到达时间：376.74,到达区域:10
出发时间：427.03,到达时间：437.98,到达区域: 4
出发时间：503.55,到达时间：514.38,到达区域: 1
出发时间：561.27,到达时间：572.41,到达区域: 7
出发时间：618.20,到达时间：624.09,到达区域: 6
出发时间：650.89,到达时间：656.65,到达区域: 3
出发时间：741.47,到达时间：755.55,到达区域: 9
出发时间：821.06,到达时间：834.94,到达区域: 8
自行车序号:267,出发区域: 1
出发时间：378.14,到达时间：389.85,到达区域: 4
出发时间：443.27,到达时间：457.47,到达区域: 3
出发时间：499.47,到达时间：514.49,到达区域: 1
出发时间：537.46,到达时间：551.54,到达区域: 3
出发时间：640.00,到达时间：645.06,到达区域: 6
出发时间：656.06,到达时间：662.77,到达区域: 4
出发时间：762.55,到达时间：775.59,到达区域: 3
出发时间：828.91,到达时间：835.74,到达区域:10
出发时间：881.80,到达时间：892.87,到达区域: 2
出发时间：908.06,到达时间：918.49,到达区域: 1
出发时间：1002.62,到达时间：1013.79,到达区域: 2
出发时间：1086.37,到达时间：1089.80,到达区域: 9
出发时间：1123.18,到达时间：1127.70,到达区域:10
出发时间：1149.16,到达时间：1152.87,到达区域: 8
自行车序号:268,出发区域: 5
出发时间：431.24,到达时间：446.16,到达区域: 2
出发时间：524.89,到达时间：533.55,到达区域: 8
出发时间：616.16,到达时间：624.06,到达区域: 2
出发时间：669.39,到达时间：680.30,到达区域:10
出发时间：763.77,到达时间：767.31,到达区域: 8
出发时间：780.69,到达时间：785.35,到达区域: 7
自行车序号:269,出发区域: 8
出发时间：471.04,到达时间：475.58,到达区域: 4
出发时间：497.77,到达时间：501.68,到达区域: 8
出发时间：523.34,到达时间：527.35,到达区域: 4
出发时间：626.44,到达时间：630.23,到达区域: 5
出发时间：728.96,到达时间：741.87,到达区域: 7
出发时间：799.37,到达时间：812.26,到达区域: 4
出发时间：878.63,到达时间：884.78,到达区域: 6
自行车序号:270,出发区域: 4
出发时间：423.20,到达时间：430.13,到达区域: 2
出发时间：481.37,到达时间：489.44,到达区域: 8
出发时间：578.85,到达时间：591.62,到达区域: 9
出发时间：611.25,到达时间：626.37,到达区域: 3
出发时间：656.76,到达时间：660.95,到达区域: 8
出发时间：686.06,到达时间：690.21,到达区域: 6
出发时间：787.68,到达时间：793.41,到达区域: 7
出发时间：832.12,到达时间：845.17,到达区域:10
出发时间：900.93,到达时间：904.42,到达区域: 8
出发时间：974.36,到达时间：987.11,到达区域: 9
出发时间：1080.30,到达时间：1087.06,到达区域: 4
出发时间：1156.10,到达时间：1163.33,到达区域: 6
出发时间：1223.66,到达时间：1229.95,到达区域: 4
出发时间：1320.19,到达时间：1326.80,到达区域: 2
出发时间：1334.81,到达时间：1345.33,到达区域: 7
出发时间：1369.15,到达时间：1379.85,到达区域: 2
自行车序号:271,出发区域: 2
出发时间：415.94,到达时间：426.52,到达区域: 7
出发时间：498.04,到达时间：509.29,到达区域: 4
出发时间：530.96,到达时间：537.23,到达区域: 9
出发时间：595.25,到达时间：608.31,到达区域: 8
出发时间：701.01,到达时间：708.96,到达区域: 2
出发时间：724.74,到达时间：737.87,到达区域: 5
出发时间：785.30,到达时间：798.96,到达区域: 2
出发时间：811.88,到达时间：824.11,到达区域: 6
出发时间：905.97,到达时间：920.66,到达区域:10
出发时间：1006.62,到达时间：1010.42,到达区域: 8
出发时间：1054.78,到达时间：1066.90,到达区域: 9
出发时间：1147.92,到达时间：1161.27,到达区域: 1
出发时间：1259.25,到达时间：1268.66,到达区域: 2
出发时间：1343.08,到达时间：1347.96,到达区域: 3
出发时间：1376.84,到达时间：1381.51,到达区域: 2
自行车序号:272,出发区域: 1
出发时间：443.60,到达时间：454.04,到达区域: 7
出发时间：488.45,到达时间：497.77,到达区域: 2
出发时间：503.17,到达时间：517.95,到达区域: 5
出发时间：562.30,到达时间：566.00,到达区域: 4
出发时间：582.39,到达时间：597.09,到达区域: 3
自行车序号:273,出发区域: 6
出发时间：406.30,到达时间：410.50,到达区域: 8
出发时间：479.02,到达时间：483.27,到达区域: 3
出发时间：518.73,到达时间：527.53,到达区域: 5
出发时间：573.81,到达时间：584.74,到达区域: 6
出发时间：606.13,到达时间：612.64,到达区域: 7
出发时间：700.47,到达时间：711.09,到达区域: 1
出发时间：729.75,到达时间：743.22,到达区域: 9
出发时间：795.13,到达时间：798.93,到达区域: 2
自行车序号:274,出发区域: 6
出发时间：361.84,到达时间：368.87,到达区域: 4
出发时间：407.35,到达时间：417.10,到达区域: 1
出发时间：479.22,到达时间：489.80,到达区域: 4
出发时间：577.55,到达时间：587.68,到达区域:10
出发时间：673.19,到达时间：676.91,到达区域: 8
出发时间：731.39,到达时间：743.37,到达区域: 9
出发时间：758.34,到达时间：770.99,到达区域: 7
出发时间：800.03,到达时间：811.23,到达区域: 1
出发时间：886.83,到达时间：894.99,到达区域:10
出发时间：958.07,到达时间：971.88,到达区域: 7
自行车序号:275,出发区域: 9
出发时间：398.08,到达时间：401.65,到达区域: 2
出发时间：410.16,到达时间：420.17,到达区域: 7
出发时间：477.69,到达时间：490.91,到达区域: 5
出发时间：504.87,到达时间：514.13,到达区域: 3
出发时间：565.51,到达时间：569.84,到达区域: 8
出发时间：626.35,到达时间：634.57,到达区域: 2
出发时间：675.64,到达时间：688.64,到达区域: 6
出发时间：784.32,到达时间：788.40,到达区域: 8
出发时间：873.89,到达时间：884.46,到达区域: 1
出发时间：946.45,到达时间：954.80,到达区域:10
自行车序号:276,出发区域: 5
出发时间：394.51,到达时间：402.89,到达区域: 1
出发时间：502.49,到达时间：511.18,到达区域:10
出发时间：525.84,到达时间：539.97,到达区域: 5
出发时间：560.77,到达时间：576.18,到达区域: 9
出发时间：585.63,到达时间：598.32,到达区域: 3
出发时间：640.67,到达时间：653.64,到达区域: 4
出发时间：739.88,到达时间：743.73,到达区域: 8
出发时间：777.10,到达时间：781.76,到达区域: 6
出发时间：806.15,到达时间：819.57,到达区域:10
出发时间：831.71,到达时间：839.43,到达区域: 3
出发时间：868.88,到达时间：873.25,到达区域: 8
出发时间：927.37,到达时间：936.40,到达区域: 2
出发时间：1022.60,到达时间：1033.12,到达区域:10
出发时间：1052.08,到达时间：1055.94,到达区域: 8
出发时间：1076.98,到达时间：1080.91,到达区域:10
出发时间：1129.68,到达时间：1134.30,到达区域: 9
出发时间：1145.92,到达时间：1150.46,到达区域:10
出发时间：1164.43,到达时间：1168.41,到达区域: 8
自行车序号:277,出发区域: 5
出发时间：370.62,到达时间：385.22,到达区域: 2
出发时间：426.32,到达时间：439.43,到达区域: 5
出发时间：477.37,到达时间：490.42,到达区域: 2
出发时间：546.67,到达时间：552.03,到达区域: 3
出发时间：612.61,到达时间：625.88,到达区域: 7
出发时间：648.92,到达时间：653.64,到达区域: 8
出发时间：661.09,到达时间：665.71,到达区域: 6
出发时间：679.00,到达时间：685.39,到达区域: 4
出发时间：699.24,到达时间：705.99,到达区域: 9
出发时间：742.92,到达时间：746.52,到达区域: 2
自行车序号:278,出发区域: 4
出发时间：449.67,到达时间：453.83,到达区域: 8
出发时间：486.92,到达时间：495.95,到达区域: 2
出发时间：590.59,到达时间：593.77,到达区域: 9
出发时间：641.23,到达时间：645.92,到达区域:10
出发时间：693.40,到达时间：707.10,到达区域: 7
出发时间：760.69,到达时间：771.09,到达区域: 2
出发时间：777.14,到达时间：788.06,到达区域: 1
出发时间：797.74,到达时间：808.82,到达区域: 2
出发时间：908.75,到达时间：919.64,到达区域: 1
出发时间：929.45,到达时间：937.90,到达区域:10
出发时间：972.62,到达时间：986.54,到达区域: 5
出发时间：1075.30,到达时间：1085.20,到达区域: 6
出发时间：1169.23,到达时间：1173.79,到达区域: 8
出发时间：1232.99,到达时间：1237.83,到达区域: 7
出发时间：1312.03,到达时间：1325.28,到达区域:10
自行车序号:279,出发区域: 9
出发时间：465.15,到达时间：479.97,到达区域: 3
出发时间：530.39,到达时间：535.03,到达区域: 2
出发时间：560.74,到达时间：569.61,到达区域: 8
出发时间：623.44,到达时间：635.67,到达区域: 5
出发时间：689.75,到达时间：701.68,到达区域: 7
出发时间：715.21,到达时间：724.51,到达区域: 2
出发时间：732.93,到达时间：737.62,到达区域: 3
出发时间：790.83,到达时间：795.79,到达区域: 6
出发时间：874.10,到达时间：879.43,到达区域: 9
出发时间：913.87,到达时间：918.28,到达区域:10
出发时间：996.13,到达时间：999.60,到达区域: 8
出发时间：1042.80,到达时间：1051.73,到达区域: 2
自行车序号:280,出发区域: 5
出发时间：443.20,到达时间：454.38,到达区域: 6
出发时间：537.67,到达时间：546.79,到达区域: 1
出发时间：591.16,到达时间：601.56,到达区域: 2
出发时间：670.67,到达时间：675.27,到达区域: 3
出发时间：714.07,到达时间：727.07,到达区域: 9
出发时间：782.36,到达时间：787.58,到达区域: 6
出发时间：850.76,到达时间：856.49,到达区域: 7
出发时间：938.91,到达时间：953.97,到达区域: 9
出发时间：1033.18,到达时间：1048.33,到达区域: 3
出发时间：1074.80,到达时间：1088.00,到达区域: 7
出发时间：1167.08,到达时间：1179.65,到达区域: 3
自行车序号:281,出发区域: 7
出发时间：373.72,到达时间：386.98,到达区域: 3
出发时间：473.08,到达时间：485.53,到达区域: 4
出发时间：517.50,到达时间：530.59,到达区域: 7
出发时间：586.69,到达时间：599.47,到达区域: 4
出发时间：605.25,到达时间：609.33,到达区域: 5
出发时间：631.49,到达时间：645.51,到达区域: 2
出发时间：705.03,到达时间：718.11,到达区域: 6
出发时间：764.96,到达时间：773.72,到达区域: 1
出发时间：784.00,到达时间：792.73,到达区域: 6
出发时间：829.70,到达时间：839.82,到达区域: 5
出发时间：901.53,到达时间：916.30,到达区域:10
出发时间：961.84,到达时间：976.44,到达区域: 7
出发时间：1070.00,到达时间：1081.78,到达区域: 5
出发时间：1118.80,到达时间：1122.72,到达区域: 4
出发时间：1215.24,到达时间：1222.61,到达区域: 2
自行车序号:282,出发区域: 9
出发时间：469.61,到达时间：473.24,到达区域: 2
出发时间：523.34,到达时间：529.96,到达区域: 4
出发时间：550.82,到达时间：558.31,到达区域: 9
出发时间：624.17,到达时间：629.05,到达区域:10
出发时间：661.55,到达时间：669.19,到达区域: 3
出发时间：744.91,到达时间：754.24,到达区域: 5
出发时间：838.56,到达时间：852.51,到达区域: 2
出发时间：903.43,到达时间：916.36,到达区域: 5
出发时间：972.86,到达时间：986.45,到达区域: 9
出发时间：1031.93,到达时间：1036.78,到达区域:10
出发时间：1055.12,到达时间：1065.31,到达区域: 4
自行车序号:283,出发区域: 7
出发时间：455.22,到达时间：467.39,到达区域: 5
出发时间：490.93,到达时间：494.85,到达区域: 4
出发时间：517.32,到达时间：524.55,到达区域: 2
出发时间：600.71,到达时间：608.24,到达区域: 4
出发时间：614.33,到达时间：628.42,到达区域: 3
出发时间：714.25,到达时间：727.74,到达区域: 1
自行车序号:284,出发区域: 3
出发时间：468.24,到达时间：481.19,到达区域: 9
出发时间：496.23,到达时间：512.31,到达区域: 5
出发时间：543.65,到达时间：547.89,到达区域: 4
出发时间：561.97,到达时间：571.92,到达区域: 1
出发时间：579.53,到达时间：594.63,到达区域: 3
自行车序号:285,出发区域: 8
出发时间：402.55,到达时间：406.72,到达区域: 4
出发时间：492.82,到达时间：503.06,到达区域:10
出发时间：571.52,到达时间：575.29,到达区域: 8
出发时间：627.36,到达时间：631.37,到达区域: 7
出发时间：661.48,到达时间：671.41,到达区域: 1
出发时间：748.02,到达时间：761.98,到达区域: 3
出发时间：840.04,到达时间：845.28,到达区域: 2
出发时间：856.09,到达时间：865.55,到达区域: 1
出发时间：931.12,到达时间：941.69,到达区域: 7
出发时间：1030.13,到达时间：1041.49,到达区域: 5
出发时间：1095.22,到达时间：1105.71,到达区域: 6
自行车序号:286,出发区域: 4
出发时间：458.55,到达时间：462.31,到达区域: 5
出发时间：561.24,到达时间：570.78,到达区域: 3
出发时间：600.11,到达时间：608.53,到达区域: 5
出发时间：664.32,到达时间：672.15,到达区域: 1
出发时间：695.87,到达时间：703.58,到达区域: 5
自行车序号:287,出发区域: 1
出发时间：410.71,到达时间：421.63,到达区域: 2
出发时间：488.79,到达时间：500.24,到达区域: 6
出发时间：583.01,到达时间：589.19,到达区域: 7
出发时间：649.41,到达时间：662.20,到达区域: 3
出发时间：760.00,到达时间：772.97,到达区域: 4
出发时间：824.89,到达时间：829.32,到达区域: 5
出发时间：843.90,到达时间：856.48,到达区域: 2
出发时间：921.68,到达时间：933.33,到达区域:10
出发时间：966.18,到达时间：979.12,到达区域: 6
出发时间：1027.00,到达时间：1037.99,到达区域: 5
出发时间：1063.31,到达时间：1078.52,到达区域: 9
出发时间：1138.87,到达时间：1144.28,到达区域: 6
出发时间：1182.29,到达时间：1188.33,到达区域: 7
出发时间：1248.28,到达时间：1261.32,到达区域: 9
出发时间：1267.19,到达时间：1272.48,到达区域: 6
自行车序号:288,出发区域:10
出发时间：390.88,到达时间：401.90,到达区域: 4
出发时间：464.74,到达时间：475.93,到达区域: 1
出发时间：567.68,到达时间：577.48,到达区域: 2
出发时间：673.53,到达时间：678.37,到达区域: 3
出发时间：701.19,到达时间：704.82,到达区域: 8
出发时间：769.86,到达时间：781.51,到达区域: 5
出发时间：860.77,到达时间：875.58,到达区域: 9
出发时间：949.80,到达时间：954.59,到达区域: 6
出发时间：1029.50,到达时间：1039.17,到达区域: 1
出发时间：1119.16,到达时间：1128.20,到达区域: 6
出发时间：1193.78,到达时间：1203.82,到达区域: 5
出发时间：1254.02,到达时间：1265.94,到达区域: 7
出发时间：1304.47,到达时间：1317.64,到达区域: 3
自行车序号:289,出发区域:10
出发时间：425.84,到达时间：439.63,到达区域: 6
出发时间：472.36,到达时间：486.55,到达区域:10
出发时间：553.88,到达时间：568.32,到达区域: 6
出发时间：629.93,到达时间：639.91,到达区域: 5
出发时间：654.19,到达时间：666.39,到达区域: 7
出发时间：699.53,到达时间：705.74,到达区域: 6
出发时间：783.52,到达时间：792.50,到达区域: 1
出发时间：840.64,到达时间：850.42,到达区域: 2
出发时间：914.20,到达时间：925.89,到达区域: 6
出发时间：1023.71,到达时间：1030.01,到达区域: 4
出发时间：1095.03,到达时间：1101.20,到达区域: 9
出发时间：1154.57,到达时间：1158.15,到达区域: 2
出发时间：1194.78,到达时间：1204.43,到达区域: 7
出发时间：1244.91,到达时间：1250.46,到达区域: 6
出发时间：1322.62,到达时间：1327.54,到达区域: 3
出发时间：1333.33,到达时间：1346.49,到达区域: 4
自行车序号:290,出发区域: 6
出发时间：367.73,到达时间：377.01,到达区域: 1
出发时间：418.99,到达时间：429.59,到达区域: 8
出发时间：464.41,到达时间：478.22,到达区域: 9
出发时间：553.08,到达时间：557.17,到达区域:10
出发时间：573.23,到达时间：586.01,到达区域: 7
出发时间：667.34,到达时间：681.59,到达区域: 3
出发时间：727.07,到达时间：741.36,到达区域: 4
出发时间：833.93,到达时间：838.26,到达区域: 8
自行车序号:291,出发区域: 6
出发时间：383.72,到达时间：388.80,到达区域: 9
出发时间：470.78,到达时间：476.56,到达区域: 6
出发时间：575.29,到达时间：581.15,到达区域: 7
出发时间：634.31,到达时间：638.76,到达区域: 8
出发时间：736.91,到达时间：740.85,到达区域:10
出发时间：825.08,到达时间：828.87,到达区域: 8
出发时间：893.51,到达时间：897.25,到达区域:10
出发时间：937.94,到达时间：948.32,到达区域: 4
出发时间：1013.76,到达时间：1026.11,到达区域: 7
出发时间：1106.20,到达时间：1118.52,到达区域: 4
出发时间：1180.91,到达时间：1193.30,到达区域: 3
自行车序号:292,出发区域:10
出发时间：386.90,到达时间：398.30,到达区域: 4
出发时间：436.62,到达时间：443.32,到达区域: 6
出发时间：480.73,到达时间：494.41,到达区域:10
出发时间：541.80,到达时间：549.47,到达区域: 3
出发时间：623.64,到达时间：638.14,到达区域: 7
出发时间：695.16,到达时间：699.96,到达区域: 8
出发时间：788.61,到达时间：792.66,到达区域: 6
出发时间：885.15,到达时间：891.46,到达区域: 7
出发时间：927.94,到达时间：932.73,到达区域: 8
出发时间：992.71,到达时间：1003.24,到达区域: 1
出发时间：1096.24,到达时间：1105.04,到达区域: 6
出发时间：1161.83,到达时间：1170.77,到达区域: 1
出发时间：1181.17,到达时间：1192.55,到达区域: 2
出发时间：1284.89,到达时间：1292.97,到达区域: 8
出发时间：1313.69,到达时间：1322.64,到达区域: 2
出发时间：1390.41,到达时间：1395.46,到达区域: 3
自行车序号:293,出发区域: 3
出发时间：474.57,到达时间：478.63,到达区域: 8
出发时间：541.04,到达时间：545.05,到达区域: 6
出发时间：577.86,到达时间：583.52,到达区域: 7
出发时间：612.08,到达时间：616.40,到达区域: 8
出发时间：704.55,到达时间：713.04,到达区域: 2
出发时间：785.62,到达时间：795.17,到达区域: 1
出发时间：842.57,到达时间：851.06,到达区域: 6
出发时间：923.35,到达时间：930.00,到达区域: 4
出发时间：1017.40,到达时间：1030.85,到达区域: 3
出发时间：1100.33,到达时间：1112.98,到达区域: 4
出发时间：1147.90,到达时间：1158.30,到达区域:10
出发时间：1229.91,到达时间：1244.32,到达区域: 7
出发时间：1319.33,到达时间：1330.95,到达区域: 5
出发时间：1355.51,到达时间：1367.95,到达区域: 7
出发时间：1387.73,到达时间：1394.05,到达区域: 6
自行车序号:294,出发区域: 4
出发时间：438.46,到达时间：442.78,到达区域: 5
出发时间：541.72,到达时间：553.73,到达区域: 7
出发时间：578.55,到达时间：582.81,到达区域: 8
出发时间：645.26,到达时间：649.94,到达区域: 7
出发时间：733.88,到达时间：738.24,到达区域: 8
出发时间：830.62,到达时间：835.14,到达区域: 6
出发时间：901.14,到达时间：907.68,到达区域: 4
出发时间：963.47,到达时间：970.80,到达区域: 9
出发时间：1054.99,到达时间：1068.80,到达区域: 5
出发时间：1145.18,到达时间：1154.30,到达区域: 3
出发时间：1252.02,到达时间：1259.49,到达区域:10
出发时间：1344.91,到达时间：1348.93,到达区域: 8
自行车序号:295,出发区域: 1
出发时间：378.23,到达时间：386.13,到达区域: 5
出发时间：422.22,到达时间：426.66,到达区域: 4
出发时间：433.07,到达时间：439.18,到达区域: 6
出发时间：449.36,到达时间：454.50,到达区域: 9
